"model_id","seed","component","Feature","Gain","Cover","Frequency","rank"
"v2_lgb_lower_learning_rate",20260431,"capped_severity","Brand",0.109490162839764,0.101552442545153,0.113445378151261,5
"v2_lgb_lower_learning_rate",20260431,"capped_severity","CarAge",0.0891619257556057,0.100059416348637,0.0966386554621849,6
"v2_lgb_lower_learning_rate",20260431,"capped_severity","Gas",0.0196482692676166,0.0150267500526876,0.0210084033613445,7
"v2_lgb_lower_learning_rate",20260439,"frequency","DriverAge",0.424349763065728,0.313129377265295,0.246428571428571,1
"v2_lgb_lower_learning_rate",20260439,"frequency","logDensity",0.281405414909838,0.276543723760866,0.217063492063492,2
"v2_lgb_lower_learning_rate",20260439,"frequency","CarAge",0.0768726612907783,0.118056127590186,0.134920634920635,3
"v2_lgb_lower_learning_rate",20260439,"frequency","Power",0.059552855687881,0.0749756939124791,0.125793650793651,4
"v2_lgb_lower_learning_rate",20260439,"frequency","Region",0.0535540700646285,0.0534364373733983,0.113888888888889,5
"v2_lgb_lower_learning_rate",20260439,"frequency","Brand",0.0530531283437618,0.0757094829760757,0.103968253968254,6
"v2_lgb_lower_learning_rate",20260439,"frequency","Gas",0.0512121066373847,0.0881491571217007,0.0579365079365079,7
"v2_lgb_lower_learning_rate",20260439,"severity","DriverAge",0.408782618602631,0.32304023718638,0.242524916943522,1
"v2_lgb_lower_learning_rate",20260439,"severity","logDensity",0.19465371518986,0.271209945342422,0.259136212624585,2
"v2_lgb_lower_learning_rate",20260439,"severity","Power",0.143658121857614,0.141041890668083,0.172757475083056,3
"v2_lgb_lower_learning_rate",20260439,"severity","CarAge",0.0930576320782559,0.0800351204640792,0.122923588039867,4
"v2_lgb_lower_learning_rate",20260439,"severity","Region",0.0887297716078452,0.113324627165511,0.106312292358804,5
"v2_lgb_lower_learning_rate",20260439,"severity","Brand",0.057291741668138,0.0602130595475258,0.0764119601328904,6
"v2_lgb_lower_learning_rate",20260439,"severity","Gas",0.013826398995656,0.0111351196259996,0.0199335548172757,7
"v2_lgb_lower_learning_rate",20260439,"capped_severity","DriverAge",0.264369670331815,0.317527928337529,0.248979591836735,1
"v2_lgb_lower_learning_rate",20260439,"capped_severity","logDensity",0.192313658883784,0.198114694403904,0.204081632653061,2
"v2_lgb_lower_learning_rate",20260439,"capped_severity","Power",0.177350929248135,0.148691775560866,0.177551020408163,3
"v2_lgb_lower_learning_rate",20260439,"capped_severity","CarAge",0.124089904206428,0.129341877302217,0.118367346938776,4
"v2_lgb_lower_learning_rate",20260439,"capped_severity","Region",0.123562647778793,0.105298928566616,0.124489795918367,5
"v2_lgb_lower_learning_rate",20260439,"capped_severity","Brand",0.103744912299194,0.0918519620876517,0.110204081632653,6
"v2_lgb_lower_learning_rate",20260439,"capped_severity","Gas",0.0145682772518514,0.00917283374121664,0.0163265306122449,7
